treatment,cluster,df,p.value,comparison,channel,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
Triptolide (2.5h) - Control,Nucleoplasm,6,2.3176385807324374e-4,unnormalised,18_NONO,0.6002327419149267,0.5281010200602116,0.6822167176000411,-0.7364060766677172,-0.9211141668194472,-0.5516979865159868
Triptolide (2.5h) - Control,PML bodies,6,0.001996401809293401,unnormalised,18_NONO,0.7109652907932406,0.6253301152598623,0.8083276854540474,-0.4921489654544395,-0.6773100972451332,-0.3069878336637455
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.07630693666143945,relative_to_all,18_NONO,1.2195743179596887,1.024209470676415,1.4522044167825814,0.2863776752189808,0.034510804596561404,0.5382445458414
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.00347388134779136,relative_to_all,18_NONO,0.608971706922309,0.5050929537654543,0.7342144392774035,-0.7155528934077724,-0.9853791791102137,-0.44572660770533146
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.004878849900169527,relative_to_all,18_NONO,0.673336104610982,0.5729422628876962,0.791321463156855,-0.5706012699713736,-0.803538333291747,-0.3376642066510005
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.14113409853572956,relative_to_all,18_NONO,1.1699934602564346,0.9810067864728632,1.395387591521714,0.22650046580698854,-0.027664978038282523,0.4806659096522594
Triptolide (2.5h) - Control,Nucleolus - all,5,3.370608186309592e-4,relative_to_all,18_NONO,2.1759594346667277,1.8253215669490346,2.59395360633864,1.1216516613903424,0.8681506460066926,1.3751526767739926
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.04175726507363848,relative_to_all,18_NONO,0.7836469370394593,0.6574099031528705,0.9341242335811394,-0.35172428354260815,-0.6051349057007726,-0.0983136613844439
Triptolide (2.5h) - Control,PML bodies - all,5,0.4447481376243846,relative_to_all,18_NONO,0.9282162294146524,0.7783666644711785,1.106914527402217,-0.10746717232933048,-0.36147817052367437,0.1465438258650132
Triptolide (2.5h) - Control,all,6,0.0060466198945002235,unnormalised,19_KPNA1_MAX,0.6685523900906785,0.5526436510646795,0.8087712532929249,-0.5808874755373719,-0.8555785756479217,-0.306196375426822
Triptolide (2.5h) - Control,Cajal bodies,6,0.0025565340985700047,unnormalised,19_KPNA1_MAX,0.6358311162055086,0.5316248125085425,0.7604633922699886,-0.6532844742955227,-0.9115196538405437,-0.39504929475050193
Triptolide (2.5h) - Control,Extra-nuclear,6,0.012466475306153505,unnormalised,19_KPNA1_MAX,0.6869661573873662,0.5574786328745539,0.8465302050451097,-0.5416890668367691,-0.8430115846287125,-0.24036654904482604
Triptolide (2.5h) - Control,Nuclear periphery,6,0.008776291032404095,unnormalised,19_KPNA1_MAX,0.7505801594231085,0.647799133714315,0.8696686154694215,-0.4139219398612525,-0.6263815560332029,-0.2014623236893021
Triptolide (2.5h) - Control,Nuclear speckles,6,0.0027699918992711778,unnormalised,19_KPNA1_MAX,0.6419840286433408,0.5372773169454504,0.7670963951656619,-0.6393906886358344,-0.8962611640098288,-0.3825202132618401
Triptolide (2.5h) - Control,Nucleolus,6,0.018117092283396044,unnormalised,19_KPNA1_MAX,0.7455737978604798,0.6235896446722254,0.8914200112291546,-0.4235769354866154,-0.6813311240422832,-0.16582274693094726
Triptolide (2.5h) - Control,Nucleoplasm,6,0.0038672039834481975,unnormalised,19_KPNA1_MAX,0.6366705687236163,0.5242762469005915,0.7731599809741365,-0.6513810203748558,-0.9316009109537549,-0.3711611297959566
Triptolide (2.5h) - Control,PML bodies,6,0.003798708952097444,unnormalised,19_KPNA1_MAX,0.6447776626822029,0.5342234078876869,0.7782104418407064,-0.6331263300782668,-0.904484903445192,-0.3617677567113416
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.7198632738594005,relative_to_all,19_KPNA1_MAX,0.9510565299441504,0.7339501743729178,1.232384097356765,-0.0723969987581508,-0.446245968637689,0.30145197112138744
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.8567917229043234,relative_to_all,19_KPNA1_MAX,1.0275427439488927,0.7763695587499891,1.3599761592172734,0.0391984087006027,-0.36518454342699336,0.4435813608281987
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.3850932198701823,relative_to_all,19_KPNA1_MAX,1.1226946018715218,0.8845412988725321,1.424968139620005,0.16696553567611955,-0.1769985915559672,0.5109296629082061
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.7708845745074298,relative_to_all,19_KPNA1_MAX,0.9602598661808178,0.7415221545549413,1.243521862338749,-0.05850321309846256,-0.4314382979740489,0.31443187177712395
Triptolide (2.5h) - Control,Nucleolus - all,5,0.44681355918010895,relative_to_all,19_KPNA1_MAX,1.1152062409938504,0.8607629958607147,1.4448634129630755,0.15731054005075645,-0.21631203701576468,0.5309331171172776
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.7370952069210774,relative_to_all,19_KPNA1_MAX,0.9523121570730786,0.727125006155226,1.2472386960043236,-0.07049354483748387,-0.459724683621501,0.31873759394653317
Triptolide (2.5h) - Control,PML bodies - all,5,0.7999584999184126,relative_to_all,19_KPNA1_MAX,0.9644384976243211,0.7395057816406798,1.2577881590543214,-0.052238854540894865,-0.4353666681691988,0.3308889590874091
Triptolide (2.5h) - Control,all,6,0.5845870026305178,unnormalised,20_ALYREF,1.032382596393149,0.9265513624690961,1.1503019352270483,0.04597772621429107,-0.11005714202869746,0.20201259445727948
Triptolide (2.5h) - Control,Cajal bodies,6,0.05838233428449135,unnormalised,20_ALYREF,0.8802625690215317,0.7908338571014805,0.9798040175724999,-0.1839941728153466,-0.33855345797956615,-0.029434887651126927
Triptolide (2.5h) - Control,Extra-nuclear,6,5.961016564414144e-4,unnormalised,20_ALYREF,1.5525755943481228,1.361623795077332,1.7703061483502682,0.6346635144593327,0.4453281541959315,0.8239988747227338
Triptolide (2.5h) - Control,Nuclear periphery,6,6.357580555930527e-4,unnormalised,20_ALYREF,1.3127372879218546,1.2091928589595216,1.4251483328997347,0.39257822519127344,0.27404436408644023,0.5111120862961067
Triptolide (2.5h) - Control,Nuclear speckles,6,5.770289683589989e-4,unnormalised,20_ALYREF,0.696919344725947,0.6261567063243153,0.775678944500003,-0.5209363938825189,-0.6754043336647713,-0.36646845410026685
Triptolide (2.5h) - Control,Nucleolus,6,4.622892759552572e-4,unnormalised,20_ALYREF,1.4709014181923823,1.317939324995363,1.6416165304483754,0.5567005584548295,0.3982839533935857,0.7151171635160734
Triptolide (2.5h) - Control,Nucleoplasm,6,0.8981401871613606,unnormalised,20_ALYREF,0.9918350337114282,0.879381662176544,1.1186686923428881,-0.011827909595377713,-0.18543864667021387,0.16178282747945832
Triptolide (2.5h) - Control,PML bodies,6,0.36638995965605115,unnormalised,20_ALYREF,0.9460795992877585,0.8464989093409141,1.0573747919951682,-0.07996652372587139,-0.24041988558448218,0.0804868381327394
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.09287156290570205,relative_to_all,20_ALYREF,0.8526514996445297,0.7333672210911939,0.9913377076825494,-0.22997189902963758,-0.44739231073853525,-0.01255148732073964
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.005151917986421697,relative_to_all,20_ALYREF,1.5038761790177209,1.2703683130408328,1.7803053953725667,0.5886857882450417,0.34524683271553336,0.8321247437745501
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.017158003333135115,relative_to_all,20_ALYREF,1.2715608462484598,1.1117927172830353,1.454288160533511,0.3466004989769824,0.152887836961465,0.5403131609924998
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.003732132130335861,relative_to_all,20_ALYREF,0.6750591758915588,0.5806453956335248,0.7848247732304579,-0.56691412009681,-0.7842707266858444,-0.34955751350777564
Triptolide (2.5h) - Control,Nucleolus - all,5,0.006102090348947197,relative_to_all,20_ALYREF,1.4247638649966528,1.2233297651267856,1.6593662059631291,0.5107228322405385,0.29081335430259164,0.7306323101784853
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.6448674744368665,relative_to_all,20_ALYREF,0.9607242868841626,0.8184590262658985,1.127718218980487,-0.0578056358096687,-0.28901790064684524,0.17340662902750795
Triptolide (2.5h) - Control,PML bodies - all,5,0.3159502839796174,relative_to_all,20_ALYREF,0.9164040565901552,0.7859269642450939,1.068542540389286,-0.1259442499401622,-0.34753284502074355,0.0956443451404188
Triptolide (2.5h) - Control,all,6,0.2172577153961272,unnormalised,20_SP100,1.0592650435828117,0.9760036415766249,1.149629350505252,0.08306361786697174,-0.035041564235741035,0.20116879996968454
Triptolide (2.5h) - Control,Cajal bodies,6,0.01117140972084286,unnormalised,20_SP100,1.179358188307182,1.078437785432944,1.2897227407224243,0.23800195242563377,0.10894295050270435,0.3670609543485632
Triptolide (2.5h) - Control,Extra-nuclear,6,0.021599047656603716,unnormalised,20_SP100,1.1147406254778491,1.040344541747398,1.1944568479242028,0.15670806721540953,0.057061399858247853,0.2563547345725711
Triptolide (2.5h) - Control,Nuclear periphery,6,0.002676522225782447,unnormalised,20_SP100,1.2645603626207218,1.151514792804435,1.3887037497945836,0.3386359043598543,0.2035329446683338,0.4737388640513751
Triptolide (2.5h) - Control,Nuclear speckles,6,0.16456827753999914,unnormalised,20_SP100,0.9021746381002395,0.794191818450002,1.0248394137574939,-0.1485213652491923,-0.3324405962037861,0.03539786570540148
Triptolide (2.5h) - Control,Nucleolus,6,1.1661919903816897e-4,unnormalised,20_SP100,1.7504887800670788,1.5460876601772986,1.981912829437717,0.807757814697888,0.6286221195976828,0.9868935097980932
Triptolide (2.5h) - Control,Nucleoplasm,6,0.6300071993090519,unnormalised,20_SP100,1.0357323711921163,0.9043679119100851,1.1861782473789262,0.050651264960950966,-0.14501829049081544,0.24632082041271763
Triptolide (2.5h) - Control,PML bodies,6,0.9110184869630089,unnormalised,20_SP100,1.0151986755148983,0.7877477402639982,1.3083228273327816,0.021762092072059935,-0.3441943841587963,0.38771856830291623
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.12506024014235415,relative_to_all,20_SP100,1.1133740280130198,0.993056047010728,1.2482696520356067,0.15493833455866204,-0.010052950685978074,0.3199296198033022
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.38139868704816365,relative_to_all,20_SP100,1.0523717668501542,0.9481602200868291,1.1680371230527848,0.07364444934843782,-0.07679722859730204,0.22408612729417743
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.03441359166712084,relative_to_all,20_SP100,1.1938092078858076,1.058415137516559,1.3465230931758498,0.25557228649288266,0.08190560038748523,0.4292389725982802
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.08311368280755559,relative_to_all,20_SP100,0.8516986787827563,0.7362893880707453,0.985197737727811,-0.231584983116164,-0.4416551863797535,-0.021514779852574654
Triptolide (2.5h) - Control,Nucleolus - all,5,0.0010320036136932866,relative_to_all,20_SP100,1.6525503137026991,1.4304638762699242,1.9091167450100448,0.7246941968309162,0.5164830655155006,0.9329053281463319
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.7856813450593644,relative_to_all,20_SP100,0.9777839620657173,0.8386726361944999,1.1399697989564643,-0.032412352906020694,-0.2538203096118022,0.18899560379976085
Triptolide (2.5h) - Control,PML bodies - all,5,0.7635841324897347,relative_to_all,20_SP100,0.9583991104635482,0.7373704431565298,1.2456816834226352,-0.061301525794911715,-0.4395385064541549,0.3169354548643316
Triptolide (2.5h) - Control,all,6,0.2386591466157942,unnormalised,21_COIL,0.9335464189681677,0.8421623920989417,1.034846633552713,-0.09920633515660571,-0.24782964344090025,0.04941697312768877
Triptolide (2.5h) - Control,Cajal bodies,6,0.004409525489694839,unnormalised,21_COIL,0.9447501362312519,0.9213051506471174,0.9687917399376819,-0.08199527336810865,-0.11824901630126029,-0.04574153043495722
Triptolide (2.5h) - Control,Extra-nuclear,6,0.5412996253814295,unnormalised,21_COIL,1.0276300894052641,0.9462478443001004,1.1160116316377628,0.039321038636909805,-0.0797099864691487,0.15835206374296792
Triptolide (2.5h) - Control,Nuclear periphery,6,0.08047888052733569,unnormalised,21_COIL,0.9185057613877158,0.848448399015473,0.9943478409310333,-0.12263932412295576,-0.2371011743630545,-0.008177473882857096
Triptolide (2.5h) - Control,Nuclear speckles,6,0.0019039366151021363,unnormalised,21_COIL,0.7538204992423319,0.6784594606450464,0.8375523933850053,-0.4077070669942282,-0.5596654806782294,-0.2557486533102271
Triptolide (2.5h) - Control,Nucleolus,6,8.248995838537212e-5,unnormalised,21_COIL,1.5455083437624617,1.411352495245612,1.69241635146839,0.628081442919677,0.4970783562068812,0.7590845296324727
Triptolide (2.5h) - Control,Nucleoplasm,6,0.008446294888325885,unnormalised,21_COIL,0.80707675609295,0.723675781082579,0.900089387061014,-0.30922220903139663,-0.46658460446893024,-0.1518598135938631
Triptolide (2.5h) - Control,PML bodies,6,0.018599279543112312,unnormalised,21_COIL,0.8370263316208281,0.7506166482519997,0.9333833474892607,-0.25665508632769346,-0.4138518061489632,-0.0994583665064238
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.8338087911711869,relative_to_all,21_COIL,1.0120012428256835,0.910414989433671,1.124922730147275,0.017211061788497066,-0.13540378394365923,0.1698259075206531
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.21016872814739984,relative_to_all,21_COIL,1.100780923717843,0.9656757013115947,1.254788372924092,0.13852737379351546,-0.05038931851898999,0.3274440661060207
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.8147954103598712,relative_to_all,21_COIL,0.9838886880450185,0.8648708172716782,1.119285020526785,-0.023432988966350196,-0.20944343635723536,0.16257745842453494
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.035009731359157865,relative_to_all,21_COIL,0.8074804679509309,0.6977550699886383,0.9344607214862249,-0.3085007318376226,-0.5192073927283852,-0.0977940709468597
Triptolide (2.5h) - Control,Nucleolus - all,5,7.767396816419291e-4,relative_to_all,21_COIL,1.6555238308028482,1.444764501936107,1.8970283050859067,0.7272877780762828,0.5308343511499247,0.9237412050026407
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.1130952960115033,relative_to_all,21_COIL,0.8645277189162137,0.7450805917912418,1.0031239372074294,-0.21001587387479106,-0.42453161147473245,0.004499863725150574
Triptolide (2.5h) - Control,PML bodies - all,5,0.20979571804076172,relative_to_all,21_COIL,0.896609225437315,0.7727307061183848,1.040347040403673,-0.15744875117108784,-0.3719623672012412,0.05706486485906561
Triptolide (2.5h) - Control,all,6,0.5551332118486209,unnormalised,21_NCL,0.9350218842098821,0.7573278894379775,1.154408725922139,-0.09692796317950168,-0.4010100363570748,0.2071541099980713
Triptolide (2.5h) - Control,Cajal bodies,6,1.916085541180944e-4,unnormalised,21_NCL,2.2908447114064514,1.8739011888432784,2.8005582807802014,1.1958796665531497,0.9060448814260327,1.4857144516802667
Triptolide (2.5h) - Control,Extra-nuclear,6,0.0026243838139722057,unnormalised,21_NCL,1.5370011379283182,1.2956672873849828,1.8232863644808615,0.6201182331372943,0.37369529811136076,0.866541168163228
Triptolide (2.5h) - Control,Nuclear periphery,6,3.610521057403952e-4,unnormalised,21_NCL,1.7343904470101916,1.493212051200955,2.0145231350502835,0.7944287154892828,0.5784190572961434,1.010438373682422
Triptolide (2.5h) - Control,Nuclear speckles,6,0.0032176293454510684,unnormalised,21_NCL,1.7289424064503962,1.3781449846550875,2.1690329233180163,0.7898898115410348,0.46272767152548056,1.117051951556589
Triptolide (2.5h) - Control,Nucleolus,6,0.002085761034612058,unnormalised,21_NCL,0.584611356945086,0.4768590686629384,0.7167116264087465,-0.7744502389743126,-1.068365140989799,-0.4805353369588265
Triptolide (2.5h) - Control,Nucleoplasm,6,0.03697525606161404,unnormalised,21_NCL,1.3100982089803537,1.0745540462805345,1.5972740720809122,0.38967496466211515,0.10373804706537709,0.6756118822588533
Triptolide (2.5h) - Control,PML bodies,6,0.08714208642606039,unnormalised,21_NCL,1.2367878297649642,1.0086247801536248,1.5165641038699726,0.30659802804283076,0.012389575346981072,0.6008064807386806
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.0017838102624686191,relative_to_all,21_NCL,2.4500439509416134,1.832387050081292,3.2758992491675194,1.2928076297326514,0.8737242721327595,1.711890987332543
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.015594189458119693,relative_to_all,21_NCL,1.6438130100314436,1.2538152085548986,2.155119186233991,0.7170461963167961,0.32632473462598993,1.1077676580076021
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.0053749828914609775,relative_to_all,21_NCL,1.8549196294756212,1.432984373245928,2.40109166300272,0.8913566786687844,0.5190228770365348,1.263690480301034
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.011392596434083255,relative_to_all,21_NCL,1.8490929845042052,1.3578359797350685,2.51808386018007,0.8868177747205365,0.44130921926289396,1.3323263301781791
Triptolide (2.5h) - Control,Nucleolus - all,5,0.025461573592376125,relative_to_all,21_NCL,0.6252381541198877,0.466687658838405,0.8376539254118247,-0.677522275794811,-1.0994707779346582,-0.2555737736549637
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.0705068675012015,relative_to_all,21_NCL,1.4011417605347505,1.050024602024444,1.8696687956923865,0.486602927841617,0.07042313056078428,0.9027827251224493
Triptolide (2.5h) - Control,PML bodies - all,5,0.11981163220431935,relative_to_all,21_NCL,1.3227367729580815,0.987236144010132,1.7722533571639596,0.4035259912223327,-0.018532880475376705,0.8255848629200417
Triptolide (2.5h) - Control,all,6,0.004347245604142759,unnormalised,00_DAPI,1.034753081926269,1.0192865696724902,1.050454280879955,0.049286545522176164,0.02755971835572519,0.07101337268862733
Triptolide (2.5h) - Control,Cajal bodies,6,0.0015888374021312977,unnormalised,00_DAPI,1.0445068430199762,1.0282745230797585,1.0609954060205127,0.06282194416054551,0.04022547874680458,0.08541840957428673
Triptolide (2.5h) - Control,Extra-nuclear,6,2.322473766662445e-4,unnormalised,00_DAPI,1.049557385166695,1.0368963665700814,1.0623730010760895,0.0697810489855638,0.052271710055975265,0.08729038791515245
Triptolide (2.5h) - Control,Nuclear periphery,6,0.002751112878564134,unnormalised,00_DAPI,1.0706664723442398,1.0417351882866248,1.1004012419773004,0.09850913028971234,0.058988587501611955,0.1380296730778126
Triptolide (2.5h) - Control,Nuclear speckles,6,8.167211459083712e-7,unnormalised,00_DAPI,1.2009540994426116,1.1803552446469516,1.2219124331500797,0.26418101218261564,0.23922112446778782,0.28914089989744357
Triptolide (2.5h) - Control,Nucleolus,6,0.0015194515786510583,unnormalised,00_DAPI,1.0484876654764026,1.0309346088449391,1.0663395866473466,0.06830988951204853,0.04395282689904643,0.0926669521250502
Triptolide (2.5h) - Control,Nucleoplasm,6,0.9000548731121538,unnormalised,00_DAPI,1.0011743930906358,0.9837472244105153,1.0189102855980456,0.0016932969842771584,-0.023640434747374605,0.027027028715928738
Triptolide (2.5h) - Control,PML bodies,6,0.0051569256855563544,unnormalised,00_DAPI,1.0377880138403701,1.0203441287211297,1.055530121019686,0.05351177836363155,0.029055808145755473,0.07796774858150728
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.010385656844306174,relative_to_all,00_DAPI,1.0094261725469327,1.0047893820726566,1.0140843603670466,0.013535398638369455,0.0068931240077230215,0.02017767326901597
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.03494925525412921,relative_to_all,00_DAPI,1.014307087844442,1.00451835292684,1.0241912110951767,0.020494503463387753,0.006503922891172859,0.03448508403560241
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.042346634479201464,relative_to_all,00_DAPI,1.0347072079757573,1.0094747365109278,1.0605703813226606,0.0492225847675361,0.013604805700123526,0.08484036383494849
Triptolide (2.5h) - Control,Nuclear speckles - all,5,3.0401189022337144e-7,relative_to_all,00_DAPI,1.160619011838986,1.1512893833770323,1.1700242442007887,0.21489446666043957,0.20325050896017804,0.22653842436070085
Triptolide (2.5h) - Control,Nucleolus - all,5,0.022565240088835977,relative_to_all,00_DAPI,1.0132732956200194,1.0052604693918696,1.021349991249302,0.0190233439898722,0.0075693613171636245,0.03047732666258077
Triptolide (2.5h) - Control,Nucleoplasm - all,5,1.5401496894326835e-4,relative_to_all,00_DAPI,0.9675490806240229,0.9614469589538002,0.9736899313042356,-0.04759324853789915,-0.05672082563738404,-0.03846567143841428
Triptolide (2.5h) - Control,PML bodies - all,5,0.4290947606866802,relative_to_all,00_DAPI,1.0029330010870334,0.9962609888046915,1.009649696186826,0.0042252328414550105,-0.005404362703599459,0.013854828386509793
Triptolide (2.5h) - Control,all,6,0.3602612253847932,unnormalised,07_H2B,1.0955322529659561,0.9145378360278495,1.3123469254169988,0.13163195854911436,-0.12888523686462927,0.392149153962858
Triptolide (2.5h) - Control,Cajal bodies,6,0.8830128794895302,unnormalised,07_H2B,0.9856310769979134,0.8193566061868193,1.185648120255181,-0.020880349889502495,-0.28743660638551777,0.2456759066065129
Triptolide (2.5h) - Control,Extra-nuclear,6,0.14656213137270693,unnormalised,07_H2B,1.1278391549745308,0.9790794338613665,1.2992011837864592,0.17356133469897855,-0.030502182771387484,0.37762485216934455
Triptolide (2.5h) - Control,Nuclear periphery,6,0.2657070971995454,unnormalised,07_H2B,1.1093465009093535,0.93991978976873,1.3093134887420885,0.1497100571724056,-0.08939044856550385,0.3888105629103152
Triptolide (2.5h) - Control,Nuclear speckles,6,0.22088675856078716,unnormalised,07_H2B,1.1358298006024787,0.9461407893530757,1.3635490092534532,0.18374666915345714,-0.07987321683165821,0.44736655513857243
Triptolide (2.5h) - Control,Nucleolus,6,0.12183314424851968,unnormalised,07_H2B,1.1836282047513933,0.9852007187873667,1.4220206099802644,0.24321598012550302,-0.021510414481881925,0.5079423747328878
Triptolide (2.5h) - Control,Nucleoplasm,6,0.5187442606183038,unnormalised,07_H2B,1.0663823914434565,0.8873209639785737,1.2815784264600385,0.09272486334621886,-0.1724720406634839,0.35792176735592135
Triptolide (2.5h) - Control,PML bodies,6,0.3951892202641,unnormalised,07_H2B,1.0884090551895118,0.9078891506219378,1.3048225883159938,0.1222208644773878,-0.13941193350608966,0.3838536624608655
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.4565291648887979,relative_to_all,07_H2B,0.8996823912116644,0.695874864363231,1.1631809776561135,-0.15251230843861685,-0.5231001979997932,0.2180755811225597
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.8128742359651326,relative_to_all,07_H2B,1.029489685877444,0.8193754749815364,1.2934839346417109,0.041929376149864125,-0.2874033832407707,0.3712621355404989
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.923688001713067,relative_to_all,07_H2B,1.0126096223146308,0.7934884900189638,1.2922408580616886,0.018078098623291156,-0.33371879874939553,0.3698749959959782
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.7927571246048569,relative_to_all,07_H2B,1.0367835337822544,0.8030539073512943,1.3385403969546934,0.0521147106043427,-0.3164312587537528,0.4206606799624383
Triptolide (2.5h) - Control,Nucleolus - all,5,0.579485202584874,relative_to_all,07_H2B,1.0804138367874914,0.836406746683713,1.3956057424812716,0.1115840215763886,-0.25772339574337216,0.4808914388961493
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.8447074599862034,relative_to_all,07_H2B,0.9733920553743792,0.7533652459383772,1.257679589779564,-0.03890709520289559,-0.40857861412242863,0.33076442371663745
Triptolide (2.5h) - Control,PML bodies - all,5,0.9618691201837661,relative_to_all,07_H2B,0.9934979570367194,0.7703109863383147,1.2813502703992792,-0.00941109407172646,-0.37648709340353914,0.35766490526008615
